cleaned_id,cleaned_file,source_file,match_type,confidence
80,80_搓雪小彎提前施壓__L-int__S-blue.md,80 你的搓雪转弯不小：看看这个.txt,numbered,1.0
81,81_開髖降低重心區間__L-int__S-blue-black.md,81 你是否被朋友和教练说过：顿低点，弯膝盖？.txt,numbered,1.0
82,82_開放站姿vs軸轉順序__L-int__S-blue.md,82 你看看你是开放站姿还是轴转.txt,numbered,1.0
83,83_固定器角度間距設定__L-int__S-all.md,83 我是这么设置我固定器的角度和间距.txt,numbered,1.0
84,84_別一直蹲起伏換重__L-int__S-blue.md,84 别老蹲着滑：会累.txt,numbered,1.0
85,85_極限折疊控速練習__L-int__S-blue-black.md,85 折叠的极限，陡坡控速.txt,numbered,1.0
86,86_後刃開髖下蹲減速__L-int-adv__S-blue-black.md,86 改变你后刃“蹲坑”.txt,numbered,1.0
87,87_刻滑先傾後折__L-int-adv__S-blue.md,87 刻滑： 先倾倒再折叠（发生的位置）.txt,numbered,1.0
88,88_刻滑RailToRail蓄力__L-int-adv__S-blue.md,88 刻滑小练习：Rail to Rail.txt,numbered,1.0
89,89_後刃先平板耐心細線__L-int-adv__S-blue-black.md,89 刻滑后刃： 如何入弯不下坠或者扫出去.txt,numbered,1.0
90,90_小回轉開肩角度__L-int__S-blue.md,90 单板开肩：小回转.txt,numbered,1.0
91,91_開肩底層邏輯__L-int__S-blue.md,91 单板开肩：底层逻辑.txt,numbered,1.0
92,92_後刃防突突保餘地__L-int__S-blue-black.md,92 单板后刃“突突突”解决方法之一.txt,numbered,1.0
93,93_爛雪少立刃多推壓__L-int__S-blue.md,93 单板如何滑“烂雪”.txt,numbered,1.0
94,94_前後刃重心位置__L-beg-int__S-green-blue.md,94 单板重心转换第一课：前刃后刃的重心位置.txt,numbered,1.0
95,95_刃間卡頓拧板彈接__L-int-adv__S-blue-black-mogul.md,95 单板减少刃与刃之间“卡顿”现象.txt,numbered,1.0
212,212_Apex跳戒肩轉__L-adv__S-park.md,21一个练习：改你肩带转.txt,newly_processed,1.0
213,213_五種板型選擇建議__L-adv__S-park.md,如果让我选5种板型.txt,newly_processed,1.0
214,214_彎末壓力釋放練習__L-adv__S-all.md,弯末压力释放（late pressure release）.txt,newly_processed,1.0
215,215_後腳送轉別掰髖__L-adv__S-powder.md,"基础：转弯别""掰""弯.txt",newly_processed,1.0
216,216_水泥粉開髖後坐搖板頭__L-adv__S-powder.md,15水泥粉里不摔跤小技巧.txt,newly_processed,1.0
217,217_背部夾緊增旋轉力__L-adv__S-all.md,进阶： 背部夹紧增加旋转.txt,newly_processed,1.0
218,218_膝隨髖轉牛仔站姿__L-adv__S-all.md,"试试让你的膝盖这么""转"".txt",newly_processed,1.0
219,219_被動傾倒折疊控刃__L-adv__S-all.md,进阶： 被动倾倒.txt,newly_processed,1.0
220,220_視線山下反擰縮彎__L-adv__S-all.md,进阶：视线别再看两侧了.txt,newly_processed,1.0
221,221_起降概念起才減速__L-adv__S-all.md,"基础到进阶： ""起降""概念.txt",newly_processed,1.0
222,222_轉彎先降後轉建立抓地__L-adv__S-blue-black.md,"转弯时候的""转""先转还是后转？.txt",newly_processed,1.0
223,223_轉髖不轉膝生物力學__L-adv__S-all.md,浅聊：你其实转的不是你的膝盖，而是….txt,newly_processed,1.0
224,224_道外入門三階段__L-adv__S-park.md,第一出道外：试试练习这三个阶段.txt,newly_processed,1.0
