cleaned_id,cleaned_file,source_file,match_type,confidence
69,69_慢順序換重立壓轉__L-beg-int__S-green-blue.md,69 如果你弯转的急：试试这个顺序.txt,numbered,1.0
70,70_蘑菇前刃信心直推__L-adv__S-blue-black-mogul.md,70 如果你害怕蘑菇里后刃换前刃.txt,numbered,1.0
71,71_陡坡後刃開髖下蹲__L-adv__S-black.md,71 如果陡坡后刃弯腰撅屁股：试试这个.txt,numbered,1.0
72,72_窄平連接道刃到刃__L-beg-int__S-green-blue.md,72 安全通过连接道：只用刃，别平板.txt,numbered,1.0
73,73_提前施壓噴雪練習__L-int__S-blue-black.md,73 尽早施压小练习.txt,numbered,1.0
74,74_用重心換刃防節奏變形__L-int-adv__S-blue-black.md,74 节奏变快后：动作变形怎么处理.txt,numbered,1.0
75,75_板尾回彈重心回中__L-int__S-blue.md,75 你入弯如果是这样：你得看看这个视频.txt,numbered,1.0
76,76_上半弧必要性__L-int-adv__S-blue-black.md,76 你有上半弧吗？这个有存在的必要么？.txt,numbered,1.0
77,77_前刃噴雪過大修正__L-int__S-blue-black.md,77 你的前刃喷雪大吗？可能是“坏事”.txt,numbered,1.0
78,78_前後移動放慢控抖__L-int__S-blue-black.md,78 你的前中后移动太快了.txt,numbered,1.0
79,79_閉髖雙腳跳轉__L-int__S-green-blue.md,79 你的外转起跳Ollie是自愿的么？.txt,numbered,1.0
80,80_搓雪小彎提前施壓__L-int__S-blue.md,80 你的搓雪转弯不小：看看这个.txt,numbered,1.0
81,81_開髖降低重心區間__L-int__S-blue-black.md,81 你是否被朋友和教练说过：顿低点，弯膝盖？.txt,numbered,1.0
82,82_開放站姿vs軸轉順序__L-int__S-blue.md,82 你看看你是开放站姿还是轴转.txt,numbered,1.0
83,83_固定器角度間距設定__L-int__S-all.md,83 我是这么设置我固定器的角度和间距.txt,numbered,1.0
84,84_別一直蹲起伏換重__L-int__S-blue.md,84 别老蹲着滑：会累.txt,numbered,1.0
85,85_極限折疊控速練習__L-int__S-blue-black.md,85 折叠的极限，陡坡控速.txt,numbered,1.0
86,86_後刃開髖下蹲減速__L-int-adv__S-blue-black.md,86 改变你后刃“蹲坑”.txt,numbered,1.0
87,87_刻滑先傾後折__L-int-adv__S-blue.md,87 刻滑： 先倾倒再折叠（发生的位置）.txt,numbered,1.0
88,88_刻滑RailToRail蓄力__L-int-adv__S-blue.md,88 刻滑小练习：Rail to Rail.txt,numbered,1.0
89,89_後刃先平板耐心細線__L-int-adv__S-blue-black.md,89 刻滑后刃： 如何入弯不下坠或者扫出去.txt,numbered,1.0
90,90_小回轉開肩角度__L-int__S-blue.md,90 单板开肩：小回转.txt,numbered,1.0
91,91_開肩底層邏輯__L-int__S-blue.md,91 单板开肩：底层逻辑.txt,numbered,1.0
92,92_後刃防突突保餘地__L-int__S-blue-black.md,92 单板后刃“突突突”解决方法之一.txt,numbered,1.0
93,93_爛雪少立刃多推壓__L-int__S-blue.md,93 单板如何滑“烂雪”.txt,numbered,1.0
94,94_前後刃重心位置__L-beg-int__S-green-blue.md,94 单板重心转换第一课：前刃后刃的重心位置.txt,numbered,1.0
95,95_刃間卡頓拧板彈接__L-int-adv__S-blue-black-mogul.md,95 单板减少刃与刃之间“卡顿”现象.txt,numbered,1.0
96,96_Backside180反腳視山__L-int__S-green-blue.md,Backside 180（内转180）落地小技巧.txt,title_match,0.611
97,97_CASI3提速表現力__L-adv__S-blue-black.md,进阶：CASI三级后如何增加表现力.txt,title_match,0.462
98,98_CASI3評分邏輯__L-adv__S-blue-black.md,谈谈CASI三级滑行.txt,title_match,0.421
99,99_三步從綠到藍控速__L-beg-int__S-green-blue.md,这三步：帮你由平到陡控速和方向.txt,title_match,0.455
101,101_換刃後壓後腿提前介入__L-int__S-blue-black.md,换刃之后：按住后腿.txt,title_match,0.222
107,107_膝踝緊致板吸身__L-beg-int__S-green-blue.md,浅聊团身.txt,title_match,0.182
109,109_髖打開快換刃小彎__L-int__S-blue.md,尝试让你的髋保持打开，小回转就小了.txt,title_match,0.167
111,111_直跳收腿時機__L-int__S-green-blue-park.md,公园第一集｜直飞： 收腿的时机决定你稳不稳.txt,title_match,0.25
112,112_蹦床反擰多180__L-int__S-green-blue-park.md,公园第三集：蹦床如何增加旋转.txt,title_match,0.19
112,112_蹦床反擰多180__L-int__S-green-blue-park.md,想外转180，结果变90.txt,title_match,0.316
113,113_抓板要彎腰__L-int__S-green-blue-park.md,公园第二集｜抓板： 收腿得配合“弯腰”.txt,title_match,0.316
114,114_後刃貼地刻滑上__L-adv__S-blue.md,六步学会：后刃贴地刻滑（上集）.txt,title_match,0.526
116,116_前刃中後段膝開踝勾__L-int__S-blue.md,前刃中后段：立住了.txt,title_match,0.471
118,118_膝頂板頭精準立刃__L-int__S-blue.md,前换后：膝盖带动脚踝去控制立刃.txt,title_match,0.273
119,119_前換後不後躺__L-int__S-blue-black.md,前刃换后刃基础：如何不后“躺”.txt,title_match,0.333
120,120_前刃直立站姿練習__L-int__S-blue.md,第一次滑深粉：站姿细节.txt,title_match,0.222
120,120_前刃直立站姿練習__L-int__S-blue.md,前刃基础站姿：道内可以更直.txt,title_match,0.4
125,125_前刃彎末雙腳支撐__L-int__S-blue.md,提前换刃第五集：弯末要加速.txt,title_match,0.3
126,126_前腳蓄力傳導__L-adv__S-blue-black.md,进阶：前脚的蓄力与传导.txt,title_match,0.375
128,128_前腿疼重心只在前__L-int__S-blue.md,重心在前脚过多？试试这个.txt,title_match,0.421
128,128_前腿疼重心只在前__L-int__S-blue.md,前腿膝盖疼，看看是不是这个原因.txt,title_match,0.273
130,130_前刃真正降重心__L-int__S-blue.md,前刃降重心.txt,title_match,0.833
130,130_前刃真正降重心__L-int__S-blue.md,换刃之后重心压的板位置不一样.txt,title_match,0.286
133,133_後刃小反擰換刃__L-int__S-blue-black.md,换前刃小技巧：别朝着前刃发力.txt,title_match,0.3
134,134_陡坡失重換刃別擰__L-int-adv__S-blue-black.md,陡坡进阶：99%都会“拧”一下换刃.txt,title_match,0.286
134,134_陡坡失重換刃別擰__L-int-adv__S-blue-black.md,陡坡换刃第四集： 上带下.txt,title_match,0.333
134,134_陡坡失重換刃別擰__L-int-adv__S-blue-black.md,陡坡换刃停止下“坠”.txt,title_match,0.375
134,134_陡坡失重換刃別擰__L-int-adv__S-blue-black.md,陡坡换刃第六集： 89度坡横切换刃.txt,title_match,0.261
135,135_後刃卡雪站休息__L-beg-int__S-green-blue.md,坡上：后刃卡雪站着.txt,title_match,0.533
138,138_前刃手拉直立不倒__L-adv__S-black.md,28后刃换前刃拧不过来？试试这个.txt,title_match,0.261
138,138_前刃手拉直立不倒__L-adv__S-black.md,前刃减速过多会导致弯形不对称.txt,title_match,0.273
138,138_前刃手拉直立不倒__L-adv__S-black.md,33一个练习解决：前后刃喷雪不一致.txt,title_match,0.25
141,141_陡坡齊平雙腿承重__L-adv__S-black.md,陡坡换刃第三集：双腿承重Alignment.txt,title_match,0.357
142,142_直板入落地再橫__L-adv__S-black.md,陡坡第五集：直板入.txt,title_match,0.4
143,143_橫切通過極陡坡__L-adv__S-black.md,通过“轴转”帮你陡坡和蘑菇控速.txt,title_match,0.3
143,143_橫切通過極陡坡__L-adv__S-black.md,陡坡小弯：你的双脚还同时发力？.txt,title_match,0.2
143,143_橫切通過極陡坡__L-adv__S-black.md,陡坡基础第二集： 出弯技巧.txt,title_match,0.222
144,144_上帶下時機重置__L-int-adv__S-blue-black.md,这个上下反拧得解决.txt,title_match,0.25
145,145_黑道跳換釋刃__L-adv__S-black.md,蓝黑道烂雪后刃防抖练习.txt,title_match,0.353
145,145_黑道跳換釋刃__L-adv__S-black.md,陡坡黑道基础换刃第一集：跳换（黑钻）.txt,title_match,0.286
146,146_提前換刃保持方向__L-int__S-blue.md,滚刃练习：帮助你快速改变方向.txt,title_match,0.286
146,146_提前換刃保持方向__L-int__S-blue.md,基础：提前换刃 Two.txt,title_match,0.353
146,146_提前換刃保持方向__L-int__S-blue.md,前换后：保持脚踝关闭.txt,title_match,0.353
146,146_提前換刃保持方向__L-int__S-blue.md,基础： 提前换刃 One.txt,title_match,0.353
148,148_提前換刃前腳抓地__L-int__S-blue.md,提前入刃：陡坡的提前入刃.txt,title_match,0.421
151,151_板頭板尾重心動態__L-int__S-blue.md,板头板尾（前中后）重心转移.txt,title_match,0.526
152,152_新手後換前兩步走__L-beg-int__S-green-blue.md,新手勿用：打开绑带提升关节链接度.txt,title_match,0.174
153,153_密林反擰拖板__L-int-adv__S-blue-black-tree.md,树林里比较密：上下半身反拧.txt,title_match,0.222
154,154_開閉彎受力位置__L-int-adv__S-blue-black.md,进阶：关注板子受力位置.txt,title_match,0.471
155,155_上半弧四重點__L-int-adv__S-blue-black.md,进阶意识： 上半身换刃追板头.txt,title_match,0.222
155,155_上半弧四重點__L-int-adv__S-blue-black.md,深聊上半弧.txt,title_match,0.545
156,156_蘑菇轉彎選上半包__L-int__S-blue-black-mogul.md,蘑菇里面“包顶” 换刃.txt,title_match,0.375
156,156_蘑菇轉彎選上半包__L-int__S-blue-black-mogul.md,滑蘑菇小Tip：包里“下脚”的位置.txt,title_match,0.273
157,157_蘑菇降低刃角防卡__L-int__S-blue-black-mogul.md,拉链蘑菇：底层逻辑 推坡+团身换刃.txt,title_match,0.273
157,157_蘑菇降低刃角防卡__L-int__S-blue-black-mogul.md,蘑菇里：后刃换前刃.txt,title_match,0.375
158,158_初入蘑菇走側壁__L-beg-int__S-green-blue-mogul.md,滑蘑菇第一集： 走侧壁最简单.txt,title_match,0.421
159,159_下蹲量握手力__L-beg-int__S-green-blue.md,滑雪“下蹲”这个量如何把控.txt,title_match,0.353
160,160_進階牛仔站姿調髖__L-int-adv__S-blue-black.md,进阶版牛仔站姿：帮助你更居中稳定.txt,title_match,0.348
161,161_爛雪推不切降震__L-int__S-blue.md,暴雪过后： 烂雪去推，别切.txt,title_match,0.353
163,163_彈力傳導腿不直__L-int__S-blue.md,弯结束腿抖？腿直？试试这个.txt,title_match,0.222
164,164_撬板頭上身跟進__L-int__S-blue-powder.md,撬板头时候上半身跟上.txt,title_match,0.588
165,165_前腿抓地握手力__L-int-adv__S-blue-black.md,建立“早抓地力”的必经之路.txt,title_match,0.333
165,165_前腿抓地握手力__L-int-adv__S-blue-black.md,板头抓地力进阶.txt,title_match,0.429
165,165_前腿抓地握手力__L-int-adv__S-blue-black.md,前刃：弯末增加抓地力.txt,title_match,0.5
176,176_後刃蓄力轉完__L-int-adv__S-blue-black.md,看看你的后刃是否：转完.txt,title_match,0.25
177,177_後刃挺背防駝__L-int__S-blue.md,看看你的后刃是否：驼背.txt,title_match,0.25
178,178_有蹲無起要釋壓__L-int__S-blue-black.md,看看你的滑行里是否有“蹲”无“起”.txt,title_match,0.3
181,181_前手換刃定位__L-int-adv__S-blue-black-mogul.md,蘑菇里： 前刃换后刃更稳定.txt,title_match,0.353
181,181_前手換刃定位__L-int-adv__S-blue-black-mogul.md,带转角度：“消失”的前刃.txt,title_match,0.267
181,181_前手換刃定位__L-int-adv__S-blue-black-mogul.md,换刃时前手别“烙饼”🥞.txt,title_match,0.286
181,181_前手換刃定位__L-int-adv__S-blue-black-mogul.md,调节装备帮你前刃弯“不累”且稳定.txt,title_match,0.3
181,181_前手換刃定位__L-int-adv__S-blue-black-mogul.md,前刃进阶过程：100%会出现的问题.txt,title_match,0.19
181,181_前手換刃定位__L-int-adv__S-blue-black-mogul.md,前手让后刃带转更顺.txt,title_match,0.4
182,182_過包頂追身前送__L-int__S-blue-black-mogul.md,蘑菇第二集：过包顶之后“追身”.txt,title_match,0.316
183,183_粉雪順序調整__L-adv__S-powder.md,粉雪里的顺序：换重心施压立刃轴转.txt,title_match,0.286
184,184_CASI2考試重點__L-int__S-blue.md,浅聊：CASI二级滑行考试.txt,title_match,0.476
187,187_平地臀跳練習__L-beg-int__S-flat.md,能在平地练习的“豚跳”.txt,title_match,0.4
188,188_前刃小角度帶轉__L-adv__S-blue-black.md,陡坡前刃进阶：弯末小练习.txt,title_match,0.333
188,188_前刃小角度帶轉__L-adv__S-blue-black.md,解决前换后卡刃小练习.txt,title_match,0.353
188,188_前刃小角度帶轉__L-adv__S-blue-black.md,前刃过度顶胯：用膝盖解决.txt,title_match,0.333
188,188_前刃小角度帶轉__L-adv__S-blue-black.md,提升前刃，中回转变小回转.txt,title_match,0.333
189,189_後刃帶轉角度__L-adv__S-blue-black.md,带转角度第一集：后刃逻辑.txt,title_match,0.235
189,189_後刃帶轉角度__L-adv__S-blue-black.md,22刃的角度： 该高？该低？.txt,title_match,0.375
191,191_換刃卡頓解法__L-int__S-blue-black.md,解决换刃“卡顿”.txt,title_match,0.333
192,192_摔飛案例紀錄__L-beg-int__S-all.md,摔飞.txt,title_match,0.25
193,193_蘑菇視線規劃路線__L-int-adv__S-blue-black-mogul.md,蘑菇路线选择小Tip.txt,title_match,0.333
194,194_跳台直起不偷角__L-int-adv__S-park.md,跳台起跳旋转”不偷角度”方法：强直.txt,title_match,0.571
195,195_跳崖落地多蹲一秒__L-adv__S-black.md,跳崖第一集：落地多蹲一秒.txt,title_match,0.842
197,197_肩膀起伏增抓地__L-int-adv__S-blue-black.md,通过“肩膀”的起伏帮助你增加滑行稳定性.txt,title_match,0.417
198,198_道內下帶上__L-int__S-blue.md,道内应该“下带上”.txt,title_match,0.5
200,200_蘑菇換重心上包完成__L-adv__S-blue-black-mogul.md,蘑菇里先换重心？还是先换刃.txt,title_match,0.381
200,200_蘑菇換重心上包完成__L-adv__S-blue-black-mogul.md,蘑菇里你过度重心了么？.txt,title_match,0.421
200,200_蘑菇換重心上包完成__L-adv__S-blue-black-mogul.md,蘑菇第三集：手的位置很重要.txt,title_match,0.286
201,201_上包先換重心__L-adv__S-blue-black-mogul.md,重心如果一直压后：试试这个调整.txt,title_match,0.2
201,201_上包先換重心__L-adv__S-blue-black-mogul.md,重心后座？用这个绝招解决.txt,title_match,0.235
202,202_後換前腳踝三步練__L-adv__S-blue-black-mogul.md,蘑菇里后换前：三步脚踝练习.txt,title_match,0.3
203,203_蘑菇後換前壓板底__L-adv__S-blue-black-mogul.md,基础滑蘑菇小练习：板底走侧墙.txt,title_match,0.381
203,203_蘑菇後換前壓板底__L-adv__S-blue-black-mogul.md,滑蘑菇的一个底层逻辑.txt,title_match,0.333
204,204_彎中板頭板尾移重__L-int-adv__S-blue-black.md,弯里的板头板尾移动.txt,title_match,0.471
208,208_感受腳外側破後重__L-int__S-blue.md,试试这个，帮你感受你有脚踝.txt,title_match,0.2
209,209_搓雪立刃別太高__L-int__S-blue.md,搓雪小回转核心概念：立刃.txt,title_match,0.444
210,210_粘雪前腳酸後手拉回中__L-int__S-blue.md,粘雪里前脚酸痛怎么办.txt,title_match,0.4
212,212_Apex跳戒肩轉__L-adv__S-park.md,21一个练习：改你肩带转.txt,newly_processed,1.0
213,213_五種板型選擇建議__L-adv__S-park.md,如果让我选5种板型.txt,newly_processed,1.0
214,214_彎末壓力釋放練習__L-adv__S-all.md,弯末压力释放（late pressure release）.txt,newly_processed,1.0
215,215_後腳送轉別掰髖__L-adv__S-powder.md,"基础：转弯别""掰""弯.txt",newly_processed,1.0
216,216_水泥粉開髖後坐搖板頭__L-adv__S-powder.md,15水泥粉里不摔跤小技巧.txt,newly_processed,1.0
217,217_背部夾緊增旋轉力__L-adv__S-all.md,进阶： 背部夹紧增加旋转.txt,newly_processed,1.0
218,218_膝隨髖轉牛仔站姿__L-adv__S-all.md,"试试让你的膝盖这么""转"".txt",newly_processed,1.0
219,219_被動傾倒折疊控刃__L-adv__S-all.md,进阶： 被动倾倒.txt,newly_processed,1.0
220,220_視線山下反擰縮彎__L-adv__S-all.md,进阶：视线别再看两侧了.txt,newly_processed,1.0
221,221_起降概念起才減速__L-adv__S-all.md,"基础到进阶： ""起降""概念.txt",newly_processed,1.0
222,222_轉彎先降後轉建立抓地__L-adv__S-blue-black.md,"转弯时候的""转""先转还是后转？.txt",newly_processed,1.0
223,223_轉髖不轉膝生物力學__L-adv__S-all.md,浅聊：你其实转的不是你的膝盖，而是….txt,newly_processed,1.0
224,224_道外入門三階段__L-adv__S-park.md,第一出道外：试试练习这三个阶段.txt,newly_processed,1.0
